O43189-1	Q6A162
O75396	Q6N075-1
Q9H5F2	Q9NRQ2-1
P36639-2	Q8IVF7-3
P10124	Q13643
Q5JRM2	Q5JXX7
Q9NV12	Q6UW68
Q6P988	Q8N720-1
A8MV65-2	Q3SYF9
Q86VK4-3	Q9UJV3-2
P60412	B8A4K4
Q5J8X5-1	Q96PB8
Q14498-1	Q6ZUT1-3
P48165	Q969I6
Q9NRY6	Q9NZN9-1
Q2NKX9-1	P60410
Q6PF05-1	Q9Y2B5-1
Q86UD0	B8A4K4
O15160-1	Q5T3J3-1
P49910	Q8WV44-1
Q08AM2	P02730-1
P25791-1	Q5T749
Q8IVT2	O75031-1
H0Y9T8	Q8WWM9
H7C0E9	P60328
Q9HCN3	P60328
Q9BTL3	P14373-1
P17024	P60409
P86479	Q01974
Q96LL9	Q15125
Q9HAQ2-1	Q9NYA3
O14777	Q9Y2J4-1
P55081	P19237
J3KNI5	O14964-1
Q96NT3-2	P60410
P53990-3	P13798
Q12933-1	Q13077-1
A8MT69-2	Q9BYV2-1
Q96GM5-1	Q96H20-1
ensembl:ENSP00000391869.3	O14964-1
Q7Z3K3-1	P86478
Q92688-1	P52294
Q9BYQ4	A0JP26
Q6AI39	Q8IYI6
P14373-1	Q8N8B7-1
O00559-1	Q96G79-1
Q9ULM2	Q13077-1
Q9BQ04	Q13351
G5E9X2	Q58EX7-1
Q969G5	Q9Y605
Q5VWX1	Q5VWX1
P14373-1	Q9BSJ6-2
Q9NX47	O43889-2
Q00587-1	Q13643
P07947	Q9UGK3-1
Q8TC07-1	Q96MT8-3
P28799-1	Q9UGL9
ensembl:ENSP00000391869.3	O14964-1
O95983-2	Q96KN3-1
P32970-1	Q9GZR5
P32320	Q96D03
Q9NVC3-1	Q9NR31-1
Q96C12-2	Q9H0I2-1
Q6P158-1	Q9BYQ2
Q9HC98-1	Q9UPW0-1
Q9H0I2-1	Q53EZ4-1
Q9H190-1	Q8N9N8
Q8IY34	Q3LHN2
Q8NE01-1	P60410
P49901	Q9BYR5
Q7Z417-1	Q9BYR7
P63027	Q7Z5P4-1
Q96CA5-1	Q9Y3E2
Q9BY14-2	Q9NRD5-1
O43602-2	Q13422-7
P57739	ensembl:ENST00000512390.1
O43924	Q0P5N6
P08727	Q9BT92
Q9BTE3-2	P33993-2
P31273	Q9UKT9-1
Q5T5B0	Q6L8G8
Q7Z6Z6-1	Q92624
Q15772-4	Q99873-4
Q9BRT3	Q04864-2
P49639	P60412
Q8TD31-1	A0A087WUI6
O95159	Q16623-1
ensembl:ENSP00000470609.1	Q99750
Q9NS64	Q7Z5P4-1
Q5BJH2-2	Q13520
Q9H5Z6-2	Q6NUQ1
Q6PEX3	Q16348-1
Q96GM5-1	Q12824-2
Q6UY14-1	Q8N6N6
Q01628	Q14973
O75396	Q96SA4-1
Q04941-1	Q9NW97
Q96HR8-1	O75553-5
Q8IYI6	Q9BXY8-1
P31273	Q9UBX0
P42773	Q9GZT8-1
Q06547-1	Q8NHU6-1
O00560-1	Q8NBZ0-1
P26371	P50747
P13646-1	P40222
Q15311	Q9Y2J4-1
Q9BVN2-2	Q93062-3
P20618	Q99961-1
P61968	Q02535
P50402	Q96S94-5
Q6PL24	Q96IZ2-1
P17152	Q96BA8-1
J3KPC8	Q15654-1
Q7L5A3-1	Q9UGI0
Q16543	P41219-1
A0A0A0MR97	P51116
Q969G6	Q9NXG0-2
Q7Z3Y9	A8K0Z3
Q8WVP5	Q92997-1
ensembl:ENST00000577772.5	Q68D86-1
Q59EK9-3	Q8WWY3-1
P28676	Q9H6J7-2
O75841	Q96B21
Q5TD97	Q8TDC0-1
Q8WZ59	Q3SXY8-1
Q6P597-2	Q8N1B4-1
Q9H4T2	P17028-1
Q8IYX7	Q9ULX6
P82987-1	Q7Z3S9-1
P40692-1	Q7Z6R9
O60573-1	Q7Z6G3-2
Q14192-1	Q9NPI6
P60520	Q92609-1
E7EPP7	Q9P2K6
Q9BYR2	P60371
Q9H4E5-1	O00401
Q68G75-1	Q15125
Q7Z4N8-1	Q96C01
P25208	Q6RW13-2
Q9UIL1-2	Q9NYK6-3
P26371	Q96HA8-1
Q15311	Q16204
P49760-1	Q86XT4
P32242	Q93062-3
Q6ZMU5-2	Q99081-3
Q7Z4N8-1	Q9UBF1
Q9UMX0-1	Q2TAL6
P78383-2	Q8WV48-1
Q63ZY3-1	Q6ZMJ2-2
Q96JC9-1	Q9NSC5-1
Q9NRR2	P37235
Q5T4B2-2	Q9NW38-1
P62805	Q9Y294
O00444-1	Q5JR59-3
Q8IYE0-1	Q92752-1
P51687	O43765
Q86TG1-1	ensembl:ENSP00000462298.1
Q6NSJ5	Q8N448
Q9P209-1	A6NEM1-1
Q08AM2	Q9BRI3-1
Q96GM1-1	O00501
Q9UHX1-3	Q9UHX1-2
P61978-2	Q01081-1
P40222	Q93045-1
A0A075B739	Q8N6Y0-1
O95198-1	P50895
Q86VE0	Q3LI72
O95995-1	Q8N6Y0-1
O95721	Q9H115-1
O95872	Q6PI77
Q7L5D6-1	O43741-1
P47897-1	P59942
Q8IYX1-1	ensembl:ENSP00000324909.5
O14964-1	Q9NSB4
Q9H0R8-1	Q15025-1
Q6ZVK8-1	Q9BPX1
O95833	Q9UN37
O75593	Q9UGK8-1
P09012	P09012
O95870-1	Q9NUH8-1
O76064-1	Q63ZY3-1
Q8WWY3-1	Q9BYQ6
O15145	Q8IZU1
Q96CV9	Q9Y3C0
O43699-3	Q8N720-1
Q13422-7	P56545-3
Q9C086	Q8IX15-1
Q9HC52	Q13643
Q01974	Q5SWW7
Q99608	Q9Y6B2-1
Q9H3K6	Q9UGC6
P36406-1	Q01850
P17275	Q16520
Q9NWF4-1	P30825
O96009	Q5TA76
Q3B820-1	P60410
Q6P1J9	Q9BZW7-1
Q3MIT2	Q9NX38
Q8NEY4-2	ensembl:ENSP00000476265.1
P62875	O43829
P68106-2	Q15323
Q8N6F8	Q9NQ94-1
Q86X02	O43609
Q6UX40-1	Q13323
Q9GZV7	Q9UHD4
Q12824-2	E5RGB3
Q9P0T4	Q99750
Q9NU19	Q13137-1
A7KAX9-2	Q08117-2
P06213-2	Q15323
P35226	Q9GZM8-1
P46940	Q96N21-1
P20618	P78356-1
Q8N5A5-3	Q9BVG8-5
P62760	Q96AQ9
Q53EP0-3	Q6PRD7
P49910	Q96K58
Q9BRG1	Q96GX9-1
Q13114-1	P78317-1
O14503	Q8IUB9
Q86UW9-1	Q15645-1
Q63ZY3-1	Q9UJV3-2
C9JG97	Q8WTP8-1
O95967	Q8N5R6-4
Q8TC71-1	O95995-1
Q9BYQ4	Q9BYR5
P15884-3	Q08117-2
Q92567-2	Q86VP1-1
Q5J8X5-1	Q8N4V1-1
Q9NRY6	Q3LI64
P53365-1	Q2KHT4-3
P14927-1	P84074
Q8N680	Q9UID6
O43889-2	Q6N075-1
P36406-1	Q8TCE9-1
O94875-12	Q13191-1
P54315-1	Q9HA82
Q86UF1	Q9Y3P8
A0A075B739	Q92841-4
Q12846-1	Q16623-1
Q3SY00-1	Q86WV8
Q8N5M9	Q9GZY8-5
P54646	Q93062-3
O14503	O14503
Q6L8G9	P49901
P47897-1	Q8N6Y0-1
P07204	Q9UHD4
Q9NWS9-2	Q15327
Q9BVG8-5	P08727
Q9BPX1	Q9BX63
P07947	Q9UKT9-1
Q6P444-1	Q9UBB9-1
F8WBZ3	P32942
Q9H3S4-1	Q9H3S4-1
Q14929	P60409
P32242	Q93062-3
Q9NTJ5-1	O43889-2
A7MD48	Q9P127-1
Q05086-2	Q6NTF9-3
Q06547-2	Q12933-1
A8MTA8-2	Q92569-1
Q02930-4	Q8IZ63
O75396	P31937
Q5TAQ9-2	Q99750
Q96PG8-2	Q8TF42
Q6L8H2	Q9BYE3
P0DP23	Q8NCR3-1
Q9H2X0-1	Q5T751
P02808-1	Q9NP94-1
Q96GM5-1	Q9BYV2-1
Q16849-3	P60201-2
A0A1B0GTW0	Q13336-1
P0CG47	Q05086-2
Q13555-5	Q13557-8
P36406-1	Q9UMS0-1
P23025	O15079-1
Q9BXJ9-1	Q9NX55-2
Q8TDS5	Q9BYR5
H7C4R2	P0C7X2-1
Q9Y5A6	P17028-1
P17028-1	P49910
Q9H2L4	O95452
O14817	Q8N386
Q8IZU0-1	Q6ZVM7-2
Q05329	Q6PIF2
Q13526	P54259
A0A087WT00	Q8TBE3
A0PJW8	O15116
Q14CN4-1	Q15323
P53365-1	P53365-1
Q9NX63	Q9Y512
A6NEM1-1	Q96H86-1
Q01844-1	Q9H467
P51668	Q96GF1-1
Q8TD31-1	O75031-1
Q9NU19	O60504-2
B8A4K4	P49638
P49901	Q9BYR3
Q9H788-1	P14317-1
Q6PIZ9	Q96IW7
Q9UP95-1	P59991
O14503	Q96G42
Q15004-1	P54274-2
A6NHP3-2	Q9BYP8
Q71F23-1	Q9UBB9-1
P20719	P56545-3
Q9Y2K6	Q6P1L6-1
E9PAL0	Q96EQ0
P53801	Q86WK6
P26196	Q96BR9
P23415-1	Q9Y5V3-1
Q15642-2	Q92558
Q96HA8-1	Q9H0C5-1
O95980	P17568
Q6NYC8-1	Q14525
Q86UR1-2	P41227-1
O76071	Q9Y3D0
O00506-1	Q9BUL8
P55957-1	Q04864-2
O15342	P35372-1
O15400-1	Q24JQ0-1
Q99728-1	Q8IZU0-1
P78424-1	P53539-1
P84074	Q86UW9-1
C9JFF0	Q8IYX1-1
Q9NZD8-1	Q9UI14
P0CG47	Q15038-1
Q9NR20-1	O15344-1
Q92567-2	A1KXE4-1
O75771-1	Q8WUT1
O14880	Q00059-1
O43711	Q04864-2
Q14192-1	Q13422-7
O75864-1	Q96H86-1
P79522-1	Q9Y294
Q96A49	P10827-1
O95231	P86481
P60900-1	Q9HCM9-2
P21854	Q8TDT2
Q96M91	Q9HBI0-1
Q02930-4	Q9GZV8
Q68D86-1	A6ZKI3
O75971-2	Q5T7V8-2
Q13526	O76015
O75603	Q16610-1
Q9UHP6	Q9Y2T2
P78337	Q13882-1
P49639	Q3V5L5-5
Q8N9Q2	O15520
P0DP23	A0A087WXN0
Q13895	Q92841-4
Q92844-3	Q96MT8-3
Q01974	O43186
Q96NT3-2	Q5TA79
A6NK89	Q9Y3M2
P37198	Q9NYB9-2
Q8WZ55	Q969F0
Q9NUH8-1	Q96BA8-1
O95751	P18848
Q5TAQ9-2	Q969Y2-1
Q6UX40-1	Q8N661
B2RUZ4	Q16623-1
A1L4K1-1	Q5JQP4
Q01628	Q9NZD1-1
P40222	Q8N6Y0-1
O60941-5	H7C4R2
Q96HA8-1	Q5T752
Q9HCM9-2	P51668
Q06455-4	O60711-1
Q16527	Q7LC44
Q13526	A0A087WW39
Q9BZV2	Q9NUH8-1
P26678	Q6UW68
A0A087WVF5	O96006
Q86YD7	Q9P209-1
Q8N2F6-2	B3EWG3
P29972-1	Q9NVV0
Q68D86-1	Q9UKT9-1
P45984-1	O95561
P36941-1	Q9UI14
Q9NWB7	Q8IY57-5
O14787-2	Q96PV4
A8MV65-2	Q5T4B2-2
Q8IYX8-1	Q9BRK4
Q9UH92-3	Q9H0R8-1
Q63ZY3-1	Q9UBB9-1
O43765	O95967
Q8WWB5-1	P28838-1
Q7L8A9-2	P49366-1
Q9BZW7-1	Q9P286
Q9BUJ2-1	Q96G42
P08631-2	P60411-1
O60684	Q16594
Q01844-1	Q96QG7-1
O75506	A8K0Z3
Q14508-1	Q5JX71
P57771-2	ensembl:ENSP00000476265.1
Q9BXK5-1	Q9H2S6-1
ensembl:ENST00000560405.5	Q96DZ9-2
Q96HA8-1	I6L9I8
Q8IXL7-2	A1KXE4-1
Q96AA3	P50876
Q08117-2	Q9NX04-1
A0A087WUY2	Q9H8Y8-1
B4DZA8	Q6P1W5-2
P60410	P24592
Q96Q45-2	Q9H2L4
Q6P158-1	P60328
Q9C0E8-3	O60664-1
O14964-1	Q08117-2
O95336	Q13867
P59942	Q7Z3Y9
Q96HA8-1	P14373-1
Q8NE01-1	Q14525
Q7Z3S9-1	Q9BYR5
Q96N58	P60409
O95971	Q96DZ9-2
Q00796-1	Q00796-1
Q5BVD1-1	O14524-2
Q96GN5-1	P0C1Z6-2
Q8WUK0-1	O76011
B7ZLH2	Q02930-4
H3BR45	Q99081-3
O15155-1	Q9H115-1
C9J9W2	Q15645-1
Q8WV44-1	Q9H4T2
Q9BVG8-5	E7EWM2
O75558	P50222
P61978-2	Q96DZ9-2
O75771-1	O75031-1
Q96C86	P52292
Q92843-1	Q96LC9-1
Q96LT6	Q969V4
Q92843-1	Q8N5K1
Q8N5M1	Q9BT92
Q8TBB1-1	Q9H773
Q6BCY4-2	ensembl:ENSP00000476265.1
Q9Y2J4-1	Q9BYR5
Q0VD86-1	Q53HV7-2
P09455-1	Q9UBN6
Q96BQ3	Q8TC92-1
P15336-3	Q96B26
ensembl:ENST00000512390.1	Q3V5L5-5
B5MCM0	Q8N8G2-2
O75783-1	P0C7H8
Q7Z2K6-1	P31937
P11836-1	Q5SR56-1
ensembl:ENSP00000476265.1	Q15386-3
Q8N6R1	Q9H2H9
P63165-1	P23497-2
Q9NYB9-2	O76013-2
Q6PKX4	Q9NVL1-2
P61978-2	Q9BTL3
P08670	P14136-1
P78324-2	O76011
Q9H0C1	Q9H788-1
Q9BSW7	Q96IK5
ensembl:ENST00000604892.1	Q9BRK4
Q16543	Q9UFW8
Q9NQL9	O15353
Q86VP1-1	Q9NWW6-2
O43809	Q9UGI0
Q08117-2	ensembl:ENSP00000476265.1
Q5JXX7	Q9H2F3-1
ensembl:ENST00000596799.1	Q99750
O15212	Q13155
Q07325	P11686
ensembl:ENSP00000476265.1	P29474
Q8TDQ4	Q13520
Q9BQ70	Q96D09
Q5JR59-3	Q86WX3
P32321-1	B0QYN7
Q3SY00-1	P50222
Q5VVH5	Q86VK4-3
A6ZKI3	Q9UMX0-1
P51116	Q8N7H5-1
O95447	Q70UQ0-4
P26196	Q8N7W2-2
Q5JVL4-1	Q9UKT9-1
Q01740-1	Q5SR56-1
Q13049	Q9UMX0-1
Q3B820-1	Q86Y26-1
O75143-2	Q9BSB4
Q92734-1	O15162-1
P55899	Q8N6F1-2
Q92843-1	Q9Y282-1
Q8TAF8	Q86Y34
P27694	Q5JR59-3
P05090	O43889-2
Q7RTY0	Q96BA8-1
Q9NSK0-4	Q15323
P61086-1	Q96GF1-1
Q13227-1	Q3LI66
Q96M91	Q9NP66-1
Q96AG3-1	Q3ZAQ7-1
P62993-1	O95630-1
O95183	Q5JX71
P49760-1	Q9Y5A6
P49901	Q3LI67
Q92482-1	P15941-11
P10606	Q9BXU0
D3DPN2	P26678
O43559	Q8N5R6-4
P33240-1	Q92734-1
P60370	Q8IUC1
P21964-1	Q9UHJ9-1
P49842-2	Q9UGI0
Q8WTX9	Q9BYP8
Q9BV47-1	Q13137-1
Q5MJ10	Q9UGY1
P38936	Q9BYR8
O95171-2	ensembl:ENSP00000476265.1
Q9Y221-1	Q9Y221-1
Q9UHP7-2	Q9Y342
P34897-1	Q9Y376
Q14192-1	Q8TAG6-1
P60331	P49639
Q6ZVM7-2	Q8IZU0-1
O43615	O95562
P13196-1	Q9Y473
P14136-1	Q9NU19
Q7Z3B4-1	Q9UJW9
P78560-1	Q9BYV2-1
H7C3J6	Q86WV8
Q9H0C2	P50222
Q4LDR2	Q12908
Q9NWS9-2	P57086
P61952	Q9C0F1-1
P78314-1	Q9UJU6-2
Q9NRE2-1	A6NC98-1
O95166	Q969E8
V9GYD1	Q9UGI0
O43521-1	P40855-1
P27658	Q9UHD9
P36406-1	Q9BTL3
Q9UHA3	Q9UJW3-1
Q9BYR2	A0JP26
O60437	Q7Z3Z0
Q2TAC2-2	Q9C0B1-2
Q9BZL3	Q9Y6I9
Q9NQG6-1	Q6RW13-2
ensembl:ENST00000437615.1	P60409
Q96LJ7	Q7Z3S9-1
Q08426-1	Q96BR9
P62993-1	Q8IZ63
P13236	Q3KNW5
Q8WU58	O00303
Q5TA76	Q9BYS1
Q6PF18-1	Q9BRK4
O43167-1	Q9H2G4
Q9UMX1-1	Q96D15
P54257-1	Q07002-2
P40937-1	Q5H9K5
Q8IWR1-1	Q7Z6G3-2
ensembl:ENSP00000476265.1	O43741-1
Q9BYR2	Q5TCM9
Q96N21-1	B8A4K4
Q13021	Q8IV31
Q8TBB1-1	Q96MP8-2
P63244	Q96B67
Q8WWF3	Q9P0N8-1
Q9ULM2	Q8NHQ1-1
Q8N8B7-1	P50221-1
Q96AQ7-1	Q7Z6I5
Q8TBB1-1	Q86UW9-1
Q12899	Q9NVV9-1
Q4VC44-1	P50458
P53701	Q9HC62-1
Q5VWN6-1	O95751
Q9NZL9-1	P31153-1
P51116	Q15233-1
Q92520	Q8N386
B8A4K4	O75093-1
Q9NR12-1	P14136-1
Q5VY43	Q9BYR2
Q7Z3C6-3	Q15323
Q9NZ43-2	P14373-1
Q969R5-1	Q8WUB8-3
Q9HD42-1	Q9H8Y8-1
Q7Z3I7	Q13077-1
Q96DN2-1	P17024
P26371	Q9BQ24-1
Q9HAT8	Q9H3D4-1
P50570-1	P54646
O75841	Q8NFU1
P61019-1	Q9H2G9-1
Q07325	Q5T700-1
Q9NQB0-6	Q3LI67
Q08117-2	Q9NYB9-2
Q9NRD5-1	Q07869-1
O95214-1	P56557
O75603	P26367-1
P25786-1	P49795
O43687-2	P31323
Q5MJ10	Q6NZI2-1
P13682	Q8N5M1
Q7Z5V6-2	Q96PF1
Q96G25-3	Q6A162
Q96T37-3	Q8IVL1-5
O14933-1	Q9NWF9-2
P62993-1	Q86SG2-1
P45984-1	O43602-2
Q13554-3	Q5JYR8
Q8IUQ4-2	C9JCE0
P41271-1	Q9BZM2-2
Q52LG2	P60328
P49910	Q9NRD5-1
Q86UW2	Q9HBU6-1
Q07325	Q8N386
Q9BWG6-1	Q6UY14-1
Q9BU79	Q9H2K0
P0DN79	B0QYN7
Q86UW9-1	Q6P597-2
P30519-1	Q8TDT2
P60410	Q8NE01-1
Q12805-1	B8A4K4
P49639	Q6NX45
Q8WWY3-1	O76011
P26196	Q99081-3
O43186	P34130
Q9BTC0-4	Q9H0M0-1
Q9NPF5	Q9UER7-1
B4DDN1	Q86UW9-1
Q6UX40-1	Q8IV31
Q9BTX3-1	Q3KNW5
Q12837-1	P50458
P24863-1	Q9BRK4
Q8IXB3	Q14973
P04271	P23297
Q8WVV5-1	Q13520
A0A0J9YW04	Q9BVG8-5
P40222	Q6NUQ1
Q9Y223-1	Q3LI67
P09012	V9GYD1
Q92890-2	Q8TAT6-1
Q9NQT4	Q13615-1
O15442-1	Q9BSU1-1
Q9BXS5-1	Q9HAT0-1
Q8WXA9-1	Q05519-2
A0A0C4DGE8	P25786-1
ensembl:ENSP00000493281.1	P15941-11
Q96I34	Q9Y6H3
O43765	O60844
Q9BYR3	Q8NEC5
P12035	Q7Z3Y8
P40692-1	Q9Y2M0-2
P50281	Q9GZR5
Q8IVS8-1	A6NJ78-4
Q96GN5-1	Q9GZV8
Q9H496-1	Q93062-3
Q7RTS7	P08779
Q6PJG9	Q07627
P23142-4	Q5BKT4
C9JDX1	Q9NZD1-1
P29972-1	Q9UGC6
E9PQX1	O15529
P00540	P13646-1
Q14140	Q96C55
